Date,Temp
05/06/81,13.5
05/07/81,12
05/08/81,10.5
05/09/81,10.7
05/10/81,8.1
05/11/81,10.1
05/12/81,10.6
05/13/81,5.3
05/14/81,6.6
05/15/81,8.5
05/16/81,11.2
05/17/81,9.8
05/18/81,5.9
05/19/81,3.2
05/20/81,2.1
05/21/81,3.4
05/22/81,5.4
05/23/81,9.6
05/24/81,11.5
05/25/81,12.3
05/26/81,12.6
05/27/81,11
05/28/81,11.2
05/29/81,11.4
05/30/81,11.8
05/31/81,12.8
06/01/81,11.6
06/02/81,10.6
06/03/81,9.8
06/04/81,11.2
06/05/81,5.7
06/06/81,7.1
06/07/81,2.5
06/08/81,3.5
06/09/81,4.6
06/10/81,11
06/11/81,5.7
06/12/81,7.7
06/13/81,10.4
06/14/81,11.4
06/15/81,9.2
06/16/81,6.1
06/17/81,2.7
06/18/81,4.3
06/19/81,6.3
06/20/81,3.8
06/21/81,4.4
06/22/81,7.1
06/23/81,4.8
06/24/81,5.8
06/25/81,6.2
06/26/81,7.3
06/27/81,9.2
06/28/81,10.2
06/29/81,9.5
06/30/81,9.5
07/01/81,10.7
07/02/81,10
07/03/81,6.5
07/04/81,7
07/05/81,7.4
07/06/81,8.1
07/07/81,6.6
07/08/81,8.3
07/09/81,8.9
07/10/81,4.6
07/11/81,6.8
07/12/81,5.7
07/13/81,6.1
07/14/81,7
07/15/81,7.2
07/16/81,6.3
07/17/81,8.8
07/18/81,5
07/19/81,7.4
07/20/81,10.1
07/21/81,12
07/22/81,9
07/23/81,8.9
07/24/81,9.8
07/25/81,9
07/26/81,9.2
07/27/81,7.7
07/28/81,8
07/29/81,6.1
07/30/81,3.5
07/31/81,3.2
08/01/81,5.7
08/02/81,7.7
08/03/81,9
08/04/81,10
08/05/81,6.2
08/06/81,6.9
08/07/81,6.5
08/08/81,6.8
08/09/81,7
08/10/81,5.2
08/11/81,3
08/12/81,5.6
08/13/81,7.9
08/14/81,9
08/15/81,8.6
08/16/81,10.3
08/17/81,10.5
08/18/81,7.6
08/19/81,9.7
08/20/81,12.5
08/21/81,7.4
08/22/81,7.9
08/23/81,3.9
08/24/81,6.6
08/25/81,4.6
08/26/81,7
08/27/81,6
08/28/81,5.5
08/29/81,8.1
08/30/81,5.5
08/31/81,6.2
09/01/81,8
09/02/81,10.3
09/03/81,9.8
09/04/81,9.6
09/05/81,8.5
09/06/81,7.5
09/07/81,11.2
09/08/81,14.6
09/09/81,11.7
09/10/81,7.8
09/11/81,12.3
09/12/81,10.1
09/13/81,11.5
09/14/81,7.3
09/15/81,10.9
09/16/81,14.1
09/17/81,10.7
09/18/81,16.9
09/19/81,10.5
09/20/81,6.5
09/21/81,11
09/22/81,6.3
09/23/81,10.5
09/24/81,7.2
09/25/81,7.6
09/26/81,10.7
09/27/81,7.8
09/28/81,9.6
09/29/81,11.4
09/30/81,12.4
10/01/81,8.9
10/02/81,13.2
10/03/81,8.6
10/04/81,6.2
10/05/81,11.4
10/06/81,13.2
10/07/81,14.3
10/08/81,7.3
10/09/81,12.9
10/10/81,7.8
10/11/81,6.2
10/12/81,5.6
10/13/81,10
10/14/81,13.3
10/15/81,8.3
10/16/81,10.2
10/17/81,8.6
10/18/81,7.3
10/19/81,10.4
10/20/81,11.2
10/21/81,13.2
10/22/81,11.4
10/23/81,9.1
10/24/81,6.6
10/25/81,8.4
10/26/81,9.7
10/27/81,13.2
10/28/81,12.5
10/29/81,11
10/30/81,11
10/31/81,11.7
11/01/81,9.2
11/02/81,11.5
11/03/81,13.6
11/04/81,13.7
11/05/81,10.4
11/06/81,11.5
11/07/81,7.6
11/08/81,9.6
11/09/81,14.2
11/10/81,15.7
11/11/81,10.5
11/12/81,10.5
11/13/81,9.7
11/14/81,9.5
11/15/81,11.3
11/16/81,8.9
11/17/81,9.4
11/18/81,11.9
11/19/81,11.7
11/20/81,13.4
11/21/81,12.6
11/22/81,10.1
11/23/81,15.8
11/24/81,13.6
11/25/81,11.9
11/26/81,9.9
11/27/81,12.6
11/28/81,17.8
11/29/81,15
11/30/81,13.6
12/01/81,13.4
12/02/81,10.5
12/03/81,14.2
12/04/81,11.5
12/05/81,13
12/06/81,15
12/07/81,14.7
12/08/81,12.6
12/09/81,12.5
12/10/81,13.5
12/11/81,14.8
12/12/81,17.2
12/13/81,9.7
12/14/81,12.1
12/15/81,12.8
12/16/81,11.2
12/17/81,16.4
12/18/81,15.6
12/19/81,13.3
12/20/81,11
12/21/81,11.1
12/22/81,15
12/23/81,12.8
12/24/81,15
12/25/81,14.2
12/26/81,14
12/27/81,15.5
12/28/81,13.3
12/29/81,15.6
12/30/81,15.2
12/31/81,17.4
01/01/82,17
01/02/82,15
01/03/82,13.5
01/04/82,15.2
01/05/82,13
01/06/82,12.5
01/07/82,14.1
01/08/82,14.8
01/09/82,16.2
01/10/82,15.8
01/11/82,19.1
01/12/82,22.2
01/13/82,15.9
01/14/82,13
01/15/82,14.1
01/16/82,15.8
01/17/82,24
01/18/82,18
01/19/82,19.7
01/20/82,25.2
01/21/82,20.5
01/22/82,19.3
01/23/82,15.8
01/24/82,17
01/25/82,18.4
01/26/82,13.3
01/27/82,14.6
01/28/82,12.5
01/29/82,17
01/30/82,17.1
01/31/82,14
02/01/82,14.6
02/02/82,13.3
02/03/82,14.8
02/04/82,15.1
02/05/82,13.1
02/06/82,13.6
02/07/82,19.5
02/08/82,22.7
02/09/82,17.2
02/10/82,13.5
02/11/82,15.4
02/12/82,17
02/13/82,19.2
02/14/82,22.8
02/15/82,26.3
02/16/82,18.2
02/17/82,17
02/18/82,14.8
02/19/82,12.8
02/20/82,15.5
02/21/82,15.6
02/22/82,13.1
02/23/82,15.2
02/24/82,14.1
02/25/82,12.5
02/26/82,14.6
02/27/82,10.4
02/28/82,13.9
03/01/82,11.9
03/02/82,13.5
03/03/82,9.8
03/04/82,14
03/05/82,21.5
03/06/82,19.5
03/07/82,16.7
03/08/82,19.1
03/09/82,11
03/10/82,9
03/11/82,10
03/12/82,14.6
03/13/82,12.5
03/14/82,17.2
03/15/82,19.2
03/16/82,22.2
03/17/82,15.7
03/18/82,14.2
03/19/82,9.8
03/20/82,14
03/21/82,17.5
03/22/82,20.7
03/23/82,15.6
03/24/82,13.2
03/25/82,14.5
03/26/82,16.8
03/27/82,17.2
03/28/82,13.4
03/29/82,14.2
03/30/82,14.3
03/31/82,10.2
04/01/82,10.4
04/02/82,12.3
04/03/82,11.9
04/04/82,11.2
04/05/82,8.5
04/06/82,12
04/07/82,12.4
04/08/82,12.9
04/09/82,10.1
04/10/82,15
04/11/82,13.6
04/12/82,12.4
04/13/82,13.6
04/14/82,16.1
04/15/82,19.5
04/16/82,14.2
04/17/82,9.3
04/18/82,10.1
04/19/82,7.4
04/20/82,8.6
04/21/82,7.8
04/22/82,9.1
04/23/82,13
04/24/82,16.5
04/25/82,12.9
04/26/82,6.9
04/27/82,6.9
04/28/82,8.7
04/29/82,10
04/30/82,10.8
05/01/82,7.5
05/02/82,6.3
05/03/82,11.9
05/04/82,13.8
05/05/82,11.8
05/06/82,11
05/07/82,10.1
05/08/82,8.5
05/09/82,5.5
05/10/82,7.6
05/11/82,8.7
05/12/82,10.8
05/13/82,11.2
05/14/82,9.1
05/15/82,3.7
05/16/82,4.6
05/17/82,6.6
05/18/82,13.2
05/19/82,15.2
05/20/82,7.6
05/21/82,8.4
05/22/82,6
05/23/82,8.3
05/24/82,8.6
05/25/82,11.1
05/26/82,12.1
05/27/82,12.9
05/28/82,14
05/29/82,12.5
05/30/82,11.5
05/31/82,7
06/01/82,7.1
06/02/82,9
06/03/82,3.1
06/04/82,2.5
06/05/82,0
06/06/82,1.6
06/07/82,2.6
06/08/82,5.7
06/09/82,2.3
06/10/82,4.5
06/11/82,8.2
06/12/82,6.9
06/13/82,7.3
06/14/82,6
06/15/82,7.3
06/16/82,7.6
06/17/82,8
06/18/82,8
06/19/82,6.8
06/20/82,7.3
06/21/82,6.2
06/22/82,6.9
06/23/82,8.9
06/24/82,4
06/25/82,1.3
06/26/82,0.8
06/27/82,4.3
06/28/82,7.3
06/29/82,7.7
06/30/82,9
07/01/82,4.2
07/02/82,1.6
07/03/82,2.6
07/04/82,3.4
07/05/82,3.9
07/06/82,7
07/07/82,7.8
07/08/82,5.3
07/09/82,2.4
07/10/82,2.8
07/11/82,4
07/12/82,7.5
07/13/82,7.8
07/14/82,5.6
07/15/82,3.3
07/16/82,5
07/17/82,3.7
07/18/82,3.9
07/19/82,5.2
07/20/82,?0.2
07/21/82,?0.8
07/22/82,0.9
07/23/82,3.5
07/24/82,6.6
07/25/82,9.5
07/26/82,9
07/27/82,3.5
07/28/82,4.5
07/29/82,5.7
07/30/82,5.6
07/31/82,7.1
08/01/82,9.7
08/02/82,8.3
08/03/82,9.1
08/04/82,2.8
08/05/82,2.2
08/06/82,4.5
08/07/82,3.8
08/08/82,3.8
08/09/82,6.2
08/10/82,11.5
08/11/82,10.2
08/12/82,7.9
08/13/82,9
08/14/82,9.5
08/15/82,6
08/16/82,8.2
08/17/82,9.2
08/18/82,4.3
08/19/82,6.6
08/20/82,9.4
08/21/82,13.2
08/22/82,6.6
08/23/82,5.1
08/24/82,12.1
08/25/82,11.2
08/26/82,8.5
08/27/82,4.6
08/28/82,7
08/29/82,14.2
08/30/82,12.7
08/31/82,7.6
09/01/82,4
09/02/82,10
09/03/82,10.5
09/04/82,5
09/05/82,4.5
09/06/82,8.2
09/07/82,4.3
09/08/82,9.8
09/09/82,5.8
09/10/82,5
09/11/82,8.5
09/12/82,9
09/13/82,3.6
09/14/82,6.7
09/15/82,6.7
09/16/82,10.1
09/17/82,15
09/18/82,8.9
09/19/82,5.7
09/20/82,4.2
09/21/82,4
09/22/82,5.3
09/23/82,6.3
09/24/82,8.5
09/25/82,11.5
09/26/82,7.7
09/27/82,9.2
09/28/82,7.8
09/29/82,6.3
09/30/82,6.3
10/01/82,8.6
10/02/82,6.1
10/03/82,13.2
10/04/82,9.9
10/05/82,4.7
10/06/82,5.8
10/07/82,14.9
10/08/82,10.7
10/09/82,8.6
10/10/82,9.4
10/11/82,5.7
10/12/82,10.9
10/13/82,13.1
10/14/82,10.4
10/15/82,8.2
10/16/82,9.8
10/17/82,7.5
10/18/82,5.8
10/19/82,9.8
10/20/82,7.9
10/21/82,8.7
10/22/82,10
10/23/82,10.6
10/24/82,8
10/25/82,10.2
10/26/82,15.1
10/27/82,13.9
10/28/82,9.2
10/29/82,9
10/30/82,13.2
10/31/82,7
11/01/82,10.6
11/02/82,6.9
11/03/82,9.5
11/04/82,12.5
11/05/82,13.6
11/06/82,17.7
11/07/82,16
11/08/82,11.3
11/09/82,10.5
11/10/82,14.4
11/11/82,10.3
11/12/82,9
11/13/82,11.1
11/14/82,14.5
11/15/82,18
11/16/82,12.8
11/17/82,10.7
11/18/82,9.1
11/19/82,8.7
11/20/82,12.4
11/21/82,12.6
11/22/82,10.3
11/23/82,13.7
11/24/82,16
11/25/82,15.8
11/26/82,12.1
11/27/82,12.5
11/28/82,12.2
11/29/82,13.7
11/30/82,16.1
12/01/82,15.5
12/02/82,10.3
12/03/82,10.5
12/04/82,11
12/05/82,11.9
12/06/82,13
12/07/82,12.2
12/08/82,10.6
12/09/82,13
12/10/82,13
12/11/82,12.2
12/12/82,12.6
12/13/82,18.7
12/14/82,15.2
12/15/82,15.3
12/16/82,13.9
12/17/82,15.8
12/18/82,13
12/19/82,13
12/20/82,13.7
12/21/82,12
12/22/82,10.8
12/23/82,15.6
12/24/82,15.3
12/25/82,13.9
12/26/82,13
12/27/82,15.3
12/28/82,16.3
12/29/82,15.8
12/30/82,17.7
12/31/82,16.3
01/01/83,18.4
01/02/83,15
01/03/83,10.9
01/04/83,11.4
01/05/83,14.8
01/06/83,12.1
01/07/83,12.8
01/08/83,16.2
01/09/83,15.5
01/10/83,13
01/11/83,10.5
01/12/83,9.1
01/13/83,10.5
01/14/83,11.8
01/15/83,12.7
01/16/83,12.7
01/17/83,11.5
01/18/83,13.8
01/19/83,13.3
01/20/83,11.6
01/21/83,15.4
01/22/83,12.4
01/23/83,16.9
01/24/83,14.7
01/25/83,10.6
01/26/83,15.6
01/27/83,10.7
01/28/83,12.6
01/29/83,13.8
01/30/83,14.3
01/31/83,14
02/01/83,18.1
02/02/83,17.3
02/03/83,13
02/04/83,16
02/05/83,14.9
02/06/83,16.2
02/07/83,20.3
02/08/83,22.5
02/09/83,17.2
02/10/83,15.9
02/11/83,16.8
02/12/83,13.8
02/13/83,12.8
02/14/83,14
02/15/83,17.5
02/16/83,21.5
02/17/83,16.8
02/18/83,13.6
02/19/83,14.5
02/20/83,14.2
02/21/83,15.7
02/22/83,19.7
02/23/83,17.4
02/24/83,14.4
02/25/83,16.9
02/26/83,19.1
02/27/83,20.4
02/28/83,20.1
03/01/83,19.9
03/02/83,22
03/03/83,20.5
03/04/83,22.1
03/05/83,20.6
03/06/83,15
03/07/83,20.6
03/08/83,21.5
03/09/83,16.2
03/10/83,14.1
03/11/83,14.5
03/12/83,21.1
03/13/83,15.9
03/14/83,15.2
03/15/83,13.1
03/16/83,13.2
03/17/83,12.5
03/18/83,15.2
03/19/83,17.6
03/20/83,15.5
03/21/83,16.7
03/22/83,16.3
03/23/83,15.1
03/24/83,12.7
03/25/83,10
03/26/83,11.4
03/27/83,12.6
03/28/83,10.7
03/29/83,10
03/30/83,13.9
03/31/83,13.4
04/01/83,12.5
04/02/83,12.8
04/03/83,7.8
04/04/83,11.1
04/05/83,10.7
04/06/83,7.1
04/07/83,6.7
04/08/83,5.7
04/09/83,9.1
04/10/83,15.2
04/11/83,15.5
04/12/83,11.1
04/13/83,11.7
04/14/83,11.5
04/15/83,9.8
04/16/83,6.2
04/17/83,6.7
04/18/83,7.5
04/19/83,8.8
04/20/83,8
04/21/83,10.4
04/22/83,14.5
04/23/83,16.5
04/24/83,14.1
04/25/83,10.5
04/26/83,12.6
04/27/83,13
04/28/83,8.7
04/29/83,10.1
04/30/83,12
05/01/83,12.5
05/02/83,13.5
05/03/83,13.7
05/04/83,13.5
05/05/83,10.7
05/06/83,13
05/07/83,11.6
05/08/83,13
05/09/83,11.2
05/10/83,13.5
05/11/83,12.9
05/12/83,6.8
05/13/83,10
05/14/83,14.5
05/15/83,11.7
05/16/83,6.7
05/17/83,4.6
05/18/83,4.9
05/19/83,7.4
05/20/83,8.3
05/21/83,7.5
05/22/83,6.2
05/23/83,7.8
05/24/83,13.2
05/25/83,11.9
05/26/83,6.5
05/27/83,8.3
05/28/83,12.1
05/29/83,9.3
05/30/83,7.5
05/31/83,9.3
06/01/83,11
06/02/83,10.8
06/03/83,5.3
06/04/83,7.6
06/05/83,5.6
06/06/83,7.2
06/07/83,9.6
06/08/83,7
06/09/83,8.3
06/10/83,7.8
06/11/83,4.7
06/12/83,6.8
06/13/83,7.2
06/14/83,8.3
06/15/83,9.5
06/16/83,4.7
06/17/83,3
06/18/83,1.5
06/19/83,2.5
06/20/83,6.2
06/21/83,11.6
06/22/83,6.6
06/23/83,6.6
06/24/83,8
06/25/83,7.9
06/26/83,3.3
06/27/83,3.9
06/28/83,6
06/29/83,4
06/30/83,5.5
07/01/83,8.5
07/02/83,9.8
07/03/83,9.5
07/04/83,7.2
07/05/83,8.1
07/06/83,8
07/07/83,8.5
07/08/83,8.8
07/09/83,8.3
07/10/83,2.4
07/11/83,4.9
07/12/83,5.9
07/13/83,6.7
07/14/83,8.4
07/15/83,6.5
07/16/83,7.9
07/17/83,4.1
07/18/83,5.4
07/19/83,7.5
07/20/83,3.9
07/21/83,2.5
07/22/83,5.3
07/23/83,6.6
07/24/83,0
07/25/83,0.7
07/26/83,7.6
07/27/83,12.3
07/28/83,9.2
07/29/83,9.6
07/30/83,9.5
07/31/83,10
08/01/83,7.7
08/02/83,8
08/03/83,8.3
08/04/83,8.3
08/05/83,4.5
08/06/83,6.5
08/07/83,9.4
08/08/83,9.4
08/09/83,10.5
08/10/83,10.7
08/11/83,9.9
08/12/83,7.6
08/13/83,5.8
08/14/83,8.5
08/15/83,13.8
08/16/83,14.3
08/17/83,8.3
08/18/83,5.3
08/19/83,3
08/20/83,5.2
08/21/83,10.3
08/22/83,11.1
08/23/83,10.5
08/24/83,9
08/25/83,13
08/26/83,6.4
08/27/83,8.4
08/28/83,6.7
08/29/83,8.3
08/30/83,11.2
08/31/83,10
09/01/83,10.1
09/02/83,10.6
09/03/83,10.9
09/04/83,5.7
09/05/83,9.5
09/06/83,10.4
09/07/83,11.1
09/08/83,12.2
09/09/83,10.6
09/10/83,8.8
09/11/83,9.2
09/12/83,5.5
09/13/83,7.1
09/14/83,6.5
09/15/83,4.3
09/16/83,5
09/17/83,11.2
09/18/83,7.5
09/19/83,12
09/20/83,13.6
09/21/83,8.3
09/22/83,8.5
09/23/83,12.9
09/24/83,7.7
09/25/83,7.6
09/26/83,3.5
09/27/83,10.4
09/28/83,15.4
09/29/83,10.6
09/30/83,9.6
10/01/83,9.3
10/02/83,13.9
10/03/83,7.7
10/04/83,9.5
10/05/83,7.6
10/06/83,6.9
10/07/83,6.8
10/08/83,5.8
10/09/83,6
10/10/83,8.3
10/11/83,9.1
10/12/83,12.5
10/13/83,13.2
10/14/83,16.2
10/15/83,12.5
10/16/83,11.8
10/17/83,10.6
10/18/83,10
10/19/83,12.2
10/20/83,8.9
10/21/83,10.3
10/22/83,7.5
10/23/83,11.6
10/24/83,12.6
10/25/83,12.9
10/26/83,11.7
10/27/83,14
10/28/83,12.3
10/29/83,9
10/30/83,9.2
10/31/83,9.8
11/01/83,11.8
11/02/83,10.6
11/03/83,12.6
11/04/83,11
11/05/83,8.2
11/06/83,7.5
11/07/83,13.6
11/08/83,14.8
11/09/83,10.9
11/10/83,7.7
11/11/83,10.2
11/12/83,10.8
11/13/83,10.8
11/14/83,12.5
11/15/83,13.2
11/16/83,8.7
11/17/83,5.7
11/18/83,9.8
11/19/83,7.3
11/20/83,10.8
11/21/83,10
11/22/83,16.2
11/23/83,15
11/24/83,14.5
11/25/83,15.9
11/26/83,14.9
11/27/83,14.2
11/28/83,15.8
11/29/83,17.2
11/30/83,17.6
12/01/83,12.1
12/02/83,11.4
12/03/83,13
12/04/83,13.2
12/05/83,12
12/06/83,15.3
12/07/83,12.7
12/08/83,12.1
12/09/83,13.8
12/10/83,10.9
12/11/83,12
12/12/83,16.5
12/13/83,15
12/14/83,11.2
12/15/83,13.9
12/16/83,15
12/17/83,14.8
12/18/83,15
12/19/83,13.3
12/20/83,20.4
12/21/83,18
12/22/83,12.2
12/23/83,16.7
12/24/83,13.8
12/25/83,17.5
12/26/83,15
12/27/83,13.9
12/28/83,11.1
12/29/83,16.1
12/30/83,20.4
12/31/83,18
01/01/84,19.5
01/02/84,17.1
01/03/84,17.1
01/04/84,12
01/05/84,11
01/06/84,16.3
01/07/84,16.1
01/08/84,13
01/09/84,13.4
01/10/84,15.2
01/11/84,12.5
01/12/84,14.3
01/13/84,16.5
01/14/84,18.6
01/15/84,18
01/16/84,18.2
01/17/84,11.4
01/18/84,11.9
01/19/84,12.2
01/20/84,14.8
01/21/84,13.1
01/22/84,12.7
01/23/84,10.5
01/24/84,13.8
01/25/84,18.8
01/26/84,13.9
01/27/84,11.2
01/28/84,10.6
01/29/84,14.7
01/30/84,13.1
01/31/84,12.1
02/01/84,14.7
02/02/84,11.1
02/03/84,13
02/04/84,15.6
02/05/84,14.2
02/06/84,15.5
02/07/84,18
02/08/84,15
02/09/84,15.9
02/10/84,15.5
02/11/84,15.8
02/12/84,16.6
02/13/84,13.6
02/14/84,13.8
02/15/84,14.6
02/16/84,15.6
02/17/84,16.6
02/18/84,14.3
02/19/84,16.3
02/20/84,18.9
02/21/84,18.7
02/22/84,14.5
02/23/84,16.5
02/24/84,14.1
02/25/84,13.5
02/26/84,11.7
02/27/84,15.1
02/28/84,11.2
02/29/84,13.5
03/01/84,12.6
03/02/84,8.8
03/03/84,10.5
03/04/84,12.1
03/05/84,14.5
03/06/84,19.5
03/07/84,14
03/08/84,13.8
03/09/84,10.5
03/10/84,13.8
03/11/84,11.4
03/12/84,15.6
03/13/84,11.1
03/14/84,12.1
03/15/84,14.2
03/16/84,10.9
03/17/84,14.2
03/18/84,13.8
03/19/84,15.1
03/20/84,14
03/21/84,12.1
03/22/84,13.8
03/23/84,16.6
03/24/84,17.8
03/25/84,9.4
03/26/84,10.2
03/27/84,7.4
03/28/84,8.7
03/29/84,14
03/30/84,15.3
03/31/84,11.1
04/01/84,9.7
04/02/84,10.3
04/03/84,9.2
04/04/84,8.2
04/05/84,9.7
04/06/84,12.4
04/07/84,12.5
04/08/84,9
04/09/84,9.7
04/10/84,10.1
04/11/84,11.2
04/12/84,12
04/13/84,11.1
04/14/84,10.8
04/15/84,12.8
04/16/84,9.8
04/17/84,13.7
04/18/84,11
04/19/84,13.2
04/20/84,13
04/21/84,10.2
04/22/84,13.2
04/23/84,9.3
04/24/84,11.1
04/25/84,10.3
04/26/84,8.7
04/27/84,11.7
04/28/84,12.5
04/29/84,6.5
04/30/84,9.6
05/01/84,13.8
05/02/84,14.7
05/03/84,9.1
05/04/84,4.8
05/05/84,3.3
05/06/84,3.5
05/07/84,5.7
05/08/84,5.5
05/09/84,7
05/10/84,9.5
05/11/84,9.9
05/12/84,4.9
05/13/84,6.3
05/14/84,4.8
05/15/84,6.2
05/16/84,7.1
05/17/84,7.5
05/18/84,9.4
05/19/84,8.7
05/20/84,9.5
05/21/84,12.1
05/22/84,9.5
05/23/84,9.3
05/24/84,8.5
05/25/84,8
05/26/84,9.8
05/27/84,6.2
05/28/84,7.3
05/29/84,10.9
05/30/84,10
05/31/84,8.7
06/01/84,9
06/02/84,10.8
06/03/84,12.4
06/04/84,7.2
06/05/84,7.2
06/06/84,11.1
06/07/84,9.3
06/08/84,10.1
06/09/84,3.9
06/10/84,5
06/11/84,8.2
06/12/84,2.8
06/13/84,4.3
06/14/84,8.1
06/15/84,11.1
06/16/84,4.7
06/17/84,5.3
06/18/84,10
06/19/84,5.6
06/20/84,2.2
06/21/84,7.1
06/22/84,8.3
06/23/84,8.6
06/24/84,10.1
06/25/84,8.3
06/26/84,7.2
06/27/84,7.7
06/28/84,7.8
06/29/84,9.1
06/30/84,9.4
07/01/84,7.8
07/02/84,2.6
07/03/84,2.4
07/04/84,3.9
07/05/84,1.3
07/06/84,2.1
07/07/84,7.4
07/08/84,7.2
07/09/84,8.8
07/10/84,8.9
07/11/84,8.8
07/12/84,8
07/13/84,0.7
07/14/84,?0.1
07/15/84,0.9
07/16/84,7.8
07/17/84,7.2
07/18/84,8
07/19/84,4.6
07/20/84,5.2
07/21/84,5.8
07/22/84,6.8
07/23/84,8.1
07/24/84,7.5
07/25/84,5.4
07/26/84,4.6
07/27/84,6.4
07/28/84,9.7
07/29/84,7
07/30/84,10
07/31/84,10.6
08/01/84,11.5
08/02/84,10.2
08/03/84,11.1
08/04/84,11
08/05/84,8.9
08/06/84,9.9
08/07/84,11.7
08/08/84,11.6
08/09/84,9
08/10/84,6.3
08/11/84,8.7
08/12/84,8.5
08/13/84,8.5
08/14/84,8
08/15/84,6
08/16/84,8
08/17/84,8.5
08/18/84,7.7
08/19/84,8.4
08/20/84,9
08/21/84,8.3
08/22/84,6.8
08/23/84,9.3
08/24/84,6.7
08/25/84,9
08/26/84,7.3
08/27/84,6.3
08/28/84,7.9
08/29/84,5.2
08/30/84,9
08/31/84,11.3
09/01/84,9.2
09/02/84,11.3
09/03/84,7
09/04/84,8
09/05/84,4.6
09/06/84,8.5
09/07/84,9.5
09/08/84,9.4
09/09/84,10.5
09/10/84,9.7
09/11/84,4.9
09/12/84,8
09/13/84,5.8
09/14/84,5.5
09/15/84,10.9
09/16/84,11.7
09/17/84,9.2
09/18/84,8.9
09/19/84,11.3
09/20/84,8.6
09/21/84,6.2
09/22/84,6.6
09/23/84,9.1
09/24/84,6.1
09/25/84,7.5
09/26/84,10.7
09/27/84,6.3
09/28/84,5.5
09/29/84,6.7
09/30/84,4.2
10/01/84,11.3
10/02/84,16.3
10/03/84,10.5
10/04/84,10.3
10/05/84,7.9
10/06/84,7.7
10/07/84,16
10/08/84,14.6
10/09/84,12.5
10/10/84,8.1
10/11/84,12.2
10/12/84,17.2
10/13/84,9.4
10/14/84,8.7
10/15/84,5.9
10/16/84,4.8
10/17/84,7.4
10/18/84,9.4
10/19/84,9.7
10/20/84,9.9
10/21/84,6.5
10/22/84,9.8
10/23/84,18.2
10/24/84,11.3
10/25/84,9.1
10/26/84,9.6
10/27/84,13.5
10/28/84,10.7
10/29/84,10
10/30/84,8.5
10/31/84,12.6
11/01/84,16.6
11/02/84,11.6
11/03/84,12.2
11/04/84,11.2
11/05/84,9.2
11/06/84,9.9
11/07/84,11.9
11/08/84,15.6
11/09/84,19
11/10/84,12.8
11/11/84,12.2
11/12/84,12
11/13/84,11.1
11/14/84,11.8
11/15/84,7.6
11/16/84,13
11/17/84,12.7
11/18/84,16
11/19/84,14.8
11/20/84,14.2
11/21/84,10
11/22/84,8.8
11/23/84,11.6
11/24/84,8.6
11/25/84,14.6
11/26/84,24.3
11/27/84,11.6
11/28/84,10.8
11/29/84,12
11/30/84,11
12/01/84,12.6
12/02/84,10.8
12/03/84,9.1
12/04/84,11
12/05/84,13
12/06/84,12.8
12/07/84,9.9
12/08/84,11.6
